idvotacao;deputado_id;voto;deputado_nome;deputado_siglapartido;deputado_siglauf
2162116-161;73788;Não;Ricardo Barros;PP;PR
2162116-161;204362;Não;Ricardo Guidi;PL;SC
2162116-161;220694;Não;Ricardo Maia;MDB;BA
2162116-161;220633;Sim;Ricardo Salles;NOVO;SP
2162116-161;204489;Não;Robério Monteiro;PSB;CE
2162116-161;220693;Não;Roberta Roma;PL;BA
2162116-161;220588;Não;Roberto Duarte;REPUBLICANOS;AC
2162116-161;220624;Não;Robinson Faria;PP;RN
2162116-161;220546;Sim;Rodolfo Nogueira;PL;MS
2162116-161;230767;Não;Rodrigo da Zaeli;PL;MT
2162116-161;141531;Não;Rodrigo de Castro;UNIÃO;MG
2162116-161;220641;Não;Rodrigo Gambale;PODE;SP
2162116-161;141533;Não;Rodrigo Rollemberg;PSB;DF
2162116-161;165470;Não;Rodrigo Valadares;PL;SE
2162116-161;220695;Sim;Rogéria Santos;REPUBLICANOS;BA
2162116-161;204480;Não;Rogério Correia;PT;MG
2162116-161;160629;Não;Romero Rodrigues;PODE;PB
2162116-161;204525;Não;Rosana Valle;PL;SP
2162116-161;178945;Não;Rosangela Gomes;REPUBLICANOS;RJ
2162116-161;220644;Sim;Rosangela Moro;PL;SP
2162116-161;220620;Não;Rosângela Reis;PL;MG
2162116-161;178887;Não;Rubens Pereira Júnior;PT;MA
2162116-161;73604;Não;Rui Falcão;PT;SP
2162116-161;160635;Não;Ruy Carneiro;PODE;PB
2162116-161;204535;Não;Sâmia Bomfim;PSOL;SP
2162116-161;220631;Não;Samuel Viana;UNIÃO;MG
2162116-161;204416;Sim;Sanderson;PL;RS
2162116-161;160621;Não;Sandro Alex;PSD;PR
2162116-161;204387;Sim;Sargento Fahur;PL;PR
2162116-161;220621;Não;Sargento Gonçalves;PL;RN
2162116-161;220618;Não;Sargento Portugal;PODE;RJ
2162116-161;220713;Não;Saullo Vianna;MDB;AM
2162116-161;226837;Não;Saulo Pedroso;PSD;SP
2162116-161;73808;Não;Sérgio Brito;PSD;BA
2162116-161;178933;Não;Sergio Souza;MDB;PR
2162116-161;235776;Sim;Sérgio Turra;PP;RS
2162116-161;204557;Não;Sidney Leite;PSD;AM
2162116-161;74356;Não;Silas Câmara;REPUBLICANOS;AM
2162116-161;204360;Não;Silvia Cristina;PP;RO
2162116-161;227310;Não;Silvio Antonio;PL;MA
2162116-161;220569;Não;Silvye Alves;UNIÃO;GO
2162116-161;220643;Não;Sônia Guajajara;PSOL;SP
2162116-161;178946;Não;Soraya Santos;PL;RJ
2162116-161;92776;Não;Stefano Aguiar;PSD;MG
2162116-161;204534;Não;Tabata Amaral;PSB;SP
2162116-161;220682;Não;Tadeu Veneri;PT;PR
2162116-161;204464;Não;Talíria Petrone;PSOL;RJ
2162116-161;220598;Não;Tarcísio Motta;PSOL;RJ
2162116-161;220597;Não;Thiago Flores;REPUBLICANOS;RO
2162116-161;143084;Não;Tiago Dimas;PODE;TO
2162116-161;220684;Não;Tião Medeiros;PP;PR
2162116-161;160976;Não;Tiririca;PSD;SP
2162116-161;178934;Não;Toninho Wandscheer;PP;PR
2162116-161;157130;Não;Túlio Gadêlha;PSD;PE
2162116-161;160610;Não;Valmir Assunção;PT;BA
2162116-161;234673;Não;Vanderlan Alves;SOLIDARIEDADE;CE
2162116-161;235712;Não;Vavá;AVANTE;MG
2162116-161;204396;Não;Vermelho;PP;PR
2162116-161;160591;Não;Vinicius Gurgel;PL;AP
2162116-161;178992;Não;Vitor Lippi;PSD;SP
2162116-161;91228;Não;Waldemar Oliveira;AVANTE;PE
2162116-161;160569;Não;Waldenor Pereira;PT;BA
2162116-161;160518;Não;Weliton Prado;SOLIDARIEDADE;MG
2162116-161;224333;Não;Welter;PT;PR
2162116-161;230768;Não;Zé Adriano;PP;AC
2162116-161;220536;Não;Zé Haroldo Cathedral;UNIÃO;RR
2162116-161;204559;Não;Zé Neto;PT;BA
2162116-161;160632;Não;Zé Silva;UNIÃO;MG
2162116-161;220558;Não;Zé Trovão;PL;SC
2162116-161;204517;Não;Zé Vitor;PL;MG
2162116-161;160592;Não;Zeca Dirceu;PT;PR
2162116-161;220592;Não;Zezinho Barbary;PP;AC
2162116-161;220552;Não;Zucco;PL;RS
2162116-169;204379;Sim;Acácio Favacho;MDB;AP
2162116-169;220714;Sim;Adail Filho;MDB;AM
2162116-169;221328;Sim;Adilson Barroso;PL;SP
2162116-169;204560;Sim;Adolfo Viana;PSDB;BA
2162116-169;204528;Não;Adriana Ventura;NOVO;SP
2162116-169;121948;Sim;Adriano do Baldy;PP;GO
2162116-169;74646;Sim;Aécio Neves;PSDB;MG
2162116-169;160508;Sim;Afonso Florence;PT;BA
2162116-169;136811;Sim;Afonso Hamm;PP;RS
2162116-169;178835;Sim;Afonso Motta;PDT;RS
2162116-169;160527;Sim;Aguinaldo Ribeiro;PP;PB
2162116-169;204495;Sim;Airton Faleiro;PT;PA
2162116-169;204549;Sim;AJ Albuquerque;PP;CE
2162116-169;73579;Sim;Alberto Fraga;PL;DF
2162116-169;220538;Sim;Albuquerque;REPUBLICANOS;RR
2162116-169;160559;Sim;Alceu Moreira;MDB;RS
2162116-169;204501;Sim;Alencar Santana;PT;SP
2162116-169;178972;Sim;Alex Manente;CIDADANIA;SP
2162116-169;220542;Sim;Alexandre Guimarães;MDB;TO
2162116-169;160545;Sim;Alexandre Leite;UNIÃO;SP
2162116-169;220554;Sim;Alexandre Lindenmeyer;PT;RS
2162116-169;221148;Sim;Alfredinho;PT;SP
2162116-169;220576;Sim;Alfredo Gaspar;UNIÃO;AL
2162116-169;74057;Sim;Alice Portugal;PCDOB;BA
2162116-169;178927;Sim;Aliel Machado;PV;PR
2162116-169;204353;Sim;Aline Gurgel;REPUBLICANOS;AP
2162116-169;178937;Sim;Altineu Côrtes;PL;RJ
2162116-169;178881;Sim;Aluisio Mendes;REPUBLICANOS;MA
2162116-169;220707;Sim;Amanda Gentil;PP;MA
2162116-169;204356;Sim;Amaro Neto;PP;ES
2162116-169;220715;Sim;Amom Mandel;CIDADANIA;AM
2162116-169;107970;Sim;Ana Paula Leão;PP;MG
2162116-169;220556;Sim;Ana Paula Lima;PT;SC
2162116-169;220632;Sim;Ana Pimentel;PT;MG
2162116-169;178831;Sim;André Abdon;PP;AP
2162116-169;220657;Sim;André Fernandes;PL;CE
2162116-169;204423;Sim;André Ferreira;PL;PE
2162116-169;133439;Sim;André Figueiredo;PDT;CE
2162116-169;178882;Sim;André Fufuca;PP;MA
2162116-169;204515;Sim;André Janones;REDE;MG
2162116-169;220676;Sim;Andreia Siqueira;PSB;PA
2162116-169;123756;Sim;Antônia Lúcia;REPUBLICANOS;AC
2162116-169;220544;Sim;Antonio Andrade;REPUBLICANOS;TO
2162116-169;160553;Sim;Antonio Brito;PSD;BA
2162116-169;220638;Sim;Antonio Carlos Rodrigues;PL;SP
2162116-169;220675;Sim;Antônio Doido;MDB;PA
2162116-169;220549;Sim;Any Ortiz;CIDADANIA;RS
2162116-169;73433;Sim;Arlindo Chinaglia;PT;SP
2162116-169;160600;Sim;Arthur Oliveira Maia;UNIÃO;BA
2162116-169;74090;Sim;Átila Lins;PSD;AM
2162116-169;123086;Sim;Átila Lira;PP;PI
2162116-169;160665;Sim;Augusto Coutinho;REPUBLICANOS;PE
2162116-169;160512;Sim;Aureo Ribeiro;SOLIDARIEDADE;RJ
2162116-169;69871;Sim;Bacelar;PV;BA
2162116-169;178975;Sim;Baleia Rossi;MDB;SP
2162116-169;220605;Sim;Bandeira de Mello;PV;RJ
2162116-169;220612;Sim;Bebeto;PP;RJ
2162116-169;73701;Sim;Benedita da Silva;PT;RJ
2162116-169;109429;Sim;Benes Leocádio;UNIÃO;RN
2162116-169;204358;Sim;Beto Pereira;PSDB;MS
2162116-169;220698;Sim;Beto Preto;PSD;PR
2162116-169;220683;Sim;Beto Richa;PSDB;PR
2162116-169;204374;Não;Bia Kicis;PL;DF
2162116-169;204388;Sim;Bibo Nunes;PL;RS
2162116-169;160538;Sim;Bohn Gass;PT;RS
2162116-169;220635;Sim;Bruno Ganem;PODE;SP
2162116-169;220574;Sim;Cabo Gilberto Silva;PL;PB
2162116-169;220548;Sim;Camila Jara;PT;MS
2162116-169;204572;Sim;Capitão Alberto Neto;PL;AM
2162116-169;220690;Sim;Capitão Alden;PL;BA
2162116-169;178829;Sim;Capitão Augusto;PL;SP
2162116-169;213762;Sim;Carla Dickson;UNIÃO;RN
2162116-169;204361;Sim;Carlos Chiodini;MDB;SC
2162116-169;178962;Sim;Carlos Gomes;REPUBLICANOS;RS
2162116-169;178993;Sim;Carlos Henrique Gaguim;UNIÃO;TO
2162116-169;204460;Não;Carlos Jordy;PL;RJ
2162116-169;74262;Sim;Carlos Sampaio;PSD;SP
2162116-169;204426;Sim;Carlos Veras;PT;PE
2162116-169;141398;Sim;Carlos Zarattini;PT;SP
2162116-169;220704;Sim;Carol Dartora;PT;PR
2162116-169;220699;Sim;Castro Neto;MDB;PI
2162116-169;206018;Sim;Célia Xakriabá;PSOL;MG
2162116-169;178876;Sim;Célio Silveira;MDB;GO
2162116-169;204488;Sim;Célio Studart;PSD;CE
2162116-169;73441;Sim;Celso Russomanno;REPUBLICANOS;SP
2162116-169;204496;Sim;Celso Sabino;UNIÃO;PA
2162116-169;204504;Sim;Cezinha de Madureira;PL;SP
2162116-169;205476;Sim;Charles Fernandes;PSD;BA
2162116-169;74171;Sim;Chico Alencar;PSOL;RJ
2162116-169;204462;Sim;Chris Tonietto;PL;RJ
2162116-169;220665;Sim;Clarissa Tércio;PP;PE
2162116-169;74537;Sim;Claudio Cajado;PP;BA
2162116-169;141408;Sim;Cleber Verde;MDB;MA
2162116-169;88256;Sim;Clodoaldo Magalhães;PV;PE
2162116-169;98148;Sim;Cobalchini;MDB;SC
2162116-169;220594;Sim;Coronel Assis;PL;MT
2162116-169;204378;Sim;Coronel Chrisóstomo;PL;RO
2162116-169;220595;Sim;Coronel Fernanda;PL;MT
2162116-169;220666;Sim;Coronel Meira;PL;PE
2162116-169;220590;Sim;Coronel Ulysses;UNIÃO;AC
2162116-169;220608;Sim;Cristiane Lopes;PODE;RO
2162116-169;204355;Sim;Da Vitoria;PP;ES
2162116-169;141411;Sim;Dagoberto Nogueira;PSDB;MS
2162116-169;220555;Sim;Daiana Santos;PCDOB;RS
2162116-169;220692;Sim;Dal Barreto;UNIÃO;BA
2162116-169;74467;Sim;Damião Feliciano;UNIÃO;PB
2162116-169;220629;Sim;Dandara;PT;MG
2162116-169;220603;Sim;Dani Cunha;PL;RJ
2162116-169;220571;Sim;Daniel Agrobom;PL;GO
2162116-169;74060;Sim;Daniel Almeida;PCDOB;BA
2162116-169;220582;Sim;Daniel Barbosa;PP;AL
2162116-169;204367;Não;Daniel Freitas;PL;SC
2162116-169;204409;Sim;Daniel Trzeciak;PSDB;RS
2162116-169;204459;Sim;Daniela do Waguinho;UNIÃO;RJ
2162116-169;220557;Sim;Daniela Reinehr;PL;SC
2162116-169;62881;Sim;Danilo Forte;PP;CE
2162116-169;160552;Sim;Danrlei de Deus Hinterholz;PSD;RS
2162116-169;204511;Sim;David Soares;PODE;SP
2162116-169;220539;Sim;Defensor Stélio Dener;REPUBLICANOS;RR
2162116-169;220565;Sim;Delegada Adriana Accorsi;PT;GO
2162116-169;220625;Sim;Delegada Ione;AVANTE;MG
2162116-169;220561;Sim;Delegada Katarina;PSD;SE
2162116-169;220642;Sim;Delegado Bruno Lima;PODE;SP
2162116-169;220673;Sim;Delegado Caveira;PL;PA
2162116-169;220649;Sim;Delegado da Cunha;PP;SP
2162116-169;178908;Sim;Delegado Éder Mauro;PL;PA
2162116-169;220583;Sim;Delegado Fabio Costa;PP;AL
2162116-169;204512;Sim;Delegado Marcelo Freitas;UNIÃO;MG
2162116-169;220701;Sim;Delegado Matheus Laiola;UNIÃO;PR
2162116-169;220652;Sim;Delegado Palumbo;PODE;SP
2162116-169;220654;Sim;Delegado Paulo Bilynskyj;PL;SP
2162116-169;220553;Sim;Denise Pessôa;PT;RS
2162116-169;160588;Sim;Diego Andrade;PSD;MG
2162116-169;220691;Sim;Diego Coronel;REPUBLICANOS;BA
2162116-169;178929;Sim;Diego Garcia;REPUBLICANOS;PR
2162116-169;73768;Sim;Dilceu Sperafico;PP;PR
2162116-169;220671;Sim;Dilvanda Faro;PT;PA
2162116-169;160599;Sim;Dimas Fabiano;PP;MG
2162116-169;220602;Sim;Dimas Gadelha;PT;RJ
2162116-169;143632;Sim;Domingos Neto;PSD;CE
2162116-169;160758;Sim;Domingos Sávio;PL;MG
2162116-169;204450;Sim;Doutor Luizinho;PP;RJ
2162116-169;227991;Sim;Dr Flávio;PL;RJ
2162116-169;220614;Sim;Dr. Daniel Soranz;PSD;RJ
2162116-169;220610;Sim;Dr. Fernando Máximo;PL;RO
2162116-169;220688;Sim;Dr. Francisco;PT;PI
2162116-169;204518;Sim;Dr. Frederico;PRD;MG
2162116-169;220570;Sim;Dr. Ismael Alexandrino;PSD;GO
2162116-169;204481;Sim;Dr. Jaziel;PL;CE
2162116-169;204351;Sim;Dr. Luiz Ovando;PP;MS
2162116-169;220528;Sim;Dr. Victor Linhalis;PODE;ES
2162116-169;204412;Sim;Dr. Zacharias Calil;UNIÃO;GO
2162116-169;220674;Sim;Dra. Alessandra Haber;MDB;PA
2162116-169;220686;Sim;Duarte Jr.;AVANTE;MA
2162116-169;220623;Sim;Duda Salabert;PDT;MG
2162116-169;204541;Sim;Eduardo Bismarck;PV;CE
2162116-169;141421;Sim;Eduardo da Fonte;PP;PE
2162116-169;220589;Sim;Eduardo Velloso;SOLIDARIEDADE;AC
2162116-169;204364;Sim;Eli Borges;PL;TO
2162116-169;198783;Sim;Emanuel Pinheiro Neto;PSD;MT
2162116-169;161550;Sim;Emidinho Madeira;PL;MG
2162116-169;230765;Sim;Enfermeira Rejane;PCDOB;RJ
2162116-169;220663;Sim;Eriberto Medeiros;PSB;PE
2162116-169;220645;Sim;Erika Hilton;PSOL;SP
2162116-169;160575;Sim;Erika Kokay;PT;DF
2162116-169;160640;Sim;Eros Biondini;PL;MG
2162116-169;178871;Sim;Evair Vieira de Melo;PP;ES
2162116-169;178905;Sim;Fabio Garcia;UNIÃO;MT
2162116-169;220681;Sim;Fábio Macedo;PODE;MA
2162116-169;171623;Sim;Fabio Reis;PSD;SE
2162116-169;204368;Não;Fabio Schiochet;UNIÃO;SC
2162116-169;220653;Sim;Fábio Teruel;MDB;SP
2162116-169;220712;Sim;Fausto Jr.;UNIÃO;AM
2162116-169;220646;Sim;Felipe Becari;PODE;SP
2162116-169;72442;Sim;Felipe Carreras;PSB;PE
2162116-169;204398;Sim;Felipe Francischini;PODE;PR
2162116-169;160666;Sim;Félix Mendonça Júnior;PDT;BA
2162116-169;204407;Sim;Fernanda Melchionna;PSOL;RS
2162116-169;220656;Sim;Fernanda Pessoa;PSD;CE
2162116-169;141431;Sim;Fernando Coelho Filho;UNIÃO;PE
2162116-169;204445;Sim;Fernando Mineiro;PT;RN
2162116-169;92699;Sim;Fernando Monteiro;PSD;PE
2162116-169;204427;Sim;Fernando Rodolfo;PRD;PE
2162116-169;204411;Sim;Filipe Barros;PL;PR
2162116-169;220545;Sim;Filipe Martins;PL;TO
2162116-169;160598;Sim;Flávia Morais;PDT;GO
2162116-169;191923;Sim;Flávio Nogueira;PT;PI
2162116-169;220700;Sim;Florentino Neto;PT;PI
2162116-169;220551;Sim;Franciane Bayer;REPUBLICANOS;RS
2162116-169;204494;Sim;Fred Costa;PRD;MG
2162116-169;220534;Sim;Fred Linhares;REPUBLICANOS;DF
2162116-169;224117;Sim;Gabriel Mota;UNIÃO;RR
2162116-169;220708;Sim;Gabriel Nunes;PSD;BA
2162116-169;204473;Sim;General Girão;PL;RN
2162116-169;220611;Sim;General Pazuello;PL;RJ
2162116-169;178966;Sim;Geovania de Sá;PSDB;SC
2162116-169;220702;Sim;Geraldo Mendes;UNIÃO;PR
2162116-169;74374;Sim;Geraldo Resende;PSDB;MS
2162116-169;204394;Sim;Gervásio Maia;PCDOB;PB
2162116-169;204491;Sim;Gilberto Abramo;REPUBLICANOS;MG
2162116-169;220529;Sim;Gilson Daniel;PODE;ES
2162116-169;204365;Não;Gilson Marques;NOVO;SC
2162116-169;160673;Sim;Giovani Cherini;PL;RS
2162116-169;107283;Sim;Gleisi Hoffmann;PT;PR
2162116-169;198197;Sim;Greyce Elias;AVANTE;MG
2162116-169;220664;Sim;Guilherme Uchoa;PSD;PE
2162116-169;220568;Não;Gustavo Gayer;PL;GO
2162116-169;204408;Sim;Gustinho Ribeiro;REPUBLICANOS;SE
2162116-169;204456;Sim;Gutemberg Reis;MDB;RJ
2162116-169;178964;Sim;Heitor Schuch;PSD;RS
2162116-169;178873;Sim;Helder Salomão;PT;ES
2162116-169;220537;Sim;Helena Lima;PSD;RR
2162116-169;204444;Sim;Helio Lopes;PL;RJ
2162116-169;234788;Sim;Heloísa Helena;REDE;RJ
2162116-169;220672;Sim;Henderson Pinto;MDB;PA
2162116-169;204539;Sim;Hercílio Coelho Diniz;MDB;MG
2162116-169;178884;Sim;Hildo Rocha;MDB;MA
2162116-169;141450;Sim;Hugo Leal;PSD;RJ
2162116-169;160674;Sim;Hugo Motta;REPUBLICANOS;PB
2162116-169;220563;Sim;Icaro de Valmir;REPUBLICANOS;SE
2162116-169;204533;Sim;Idilvan Alencar;PDT;CE
2162116-169;204508;Sim;Igor Timo;PSD;MG
2162116-169;235620;Sim;Ilacir Bicalho;REPUBLICANOS;MG
2162116-169;98615;Sim;Ismael;PL;SC
2162116-169;220696;Sim;Ivoneide Caetano;PT;BA
2162116-169;220670;Sim;Iza Arruda;MDB;PE
2162116-169;220527;Sim;Jack Rocha;PT;ES
2162116-169;220697;Sim;Jadyel Alencar;REPUBLICANOS;PI
2162116-169;74848;Sim;Jandira Feghali;PCDOB;RJ
2162116-169;220567;Sim;Jeferson Rodrigues;PSDB;GO
2162116-169;74273;Sim;Jefferson Campos;PL;SP
2162116-169;141456;Sim;Jilmar Tatto;PT;SP
2162116-169;141458;Sim;João Carlos Bacelar;PL;BA
2162116-169;230957;Sim;João Cury;MDB;SP
2162116-169;178970;Sim;João Daniel;PT;SE
2162116-169;141459;Sim;João Maia;PP;RN
2162116-169;178910;Sim;Joaquim Passarinho;PL;PA
2162116-169;160548;Sim;Jonas Donizette;PSB;SP
2162116-169;235800;Sim;Jorge Araújo;PP;BA
2162116-169;205550;Sim;Jorge Braz;REPUBLICANOS;RJ
2162116-169;214694;Sim;Jorge Goetten;REPUBLICANOS;SC
2162116-169;178857;Sim;Jorge Solla;PT;BA
2162116-169;141464;Sim;José Airton Félix Cirilo;PT;CE
2162116-169;141470;Sim;José Guimarães;PT;CE
2162116-169;204472;Sim;José Medeiros;PL;MT
2162116-169;204391;Sim;José Nelto;UNIÃO;GO
2162116-169;74554;Sim;José Rocha;UNIÃO;BA
2162116-169;209189;Sim;Joseildo Ramos;PT;BA
2162116-169;220578;Sim;Josenildo;PDT;AP
2162116-169;215043;Sim;Josivaldo JP;PSD;MA
2162116-169;204474;Sim;Juarez Costa;REPUBLICANOS;MT
2162116-169;220559;Não;Julia Zanatta;PL;SC
2162116-169;220640;Sim;Juliana Cardoso;PT;SP
2162116-169;66385;Sim;Julio Arcoverde;PP;PI
2162116-169;74317;Sim;Júlio Cesar;PSD;PI
2162116-169;204372;Sim;Julio Cesar Ribeiro;REPUBLICANOS;DF
2162116-169;74253;Sim;Julio Lopes;PP;RJ
2162116-169;204457;Sim;Juninho do Pneu;PSDB;RJ
2162116-169;204520;Sim;Junio Amaral;PL;MG
2162116-169;204497;Sim;Júnior Ferrari;PSD;PA
2162116-169;204550;Sim;Júnior Mano;PSB;CE
2162116-169;178886;Sim;Juscelino Filho;PSDB;MA
2162116-169;220677;Sim;Keniston Braga;MDB;PA
2162116-169;162067;Sim;Kiko Celeguim;PT;SP
2162116-169;204536;Não;Kim Kataguiri;MISSÃO;SP
2162116-169;98057;Sim;Lafayette de Andrada;PL;MG
2162116-169;74856;Sim;Laura Carneiro;PSD;RJ
2162116-169;178832;Sim;Leandre;PSD;PR
2162116-169;220566;Sim;Lêda Borges;REPUBLICANOS;GO
2162116-169;80815;Sim;Leo Prates;PDT;BA
2162116-169;74156;Sim;Leonardo Monteiro;PT;MG
2162116-169;92102;Sim;Leur Lomanto Júnior;UNIÃO;BA
2162116-169;139285;Sim;Lídice da Mata;PSB;BA
2162116-169;74585;Sim;Lincoln Portela;PL;MG
2162116-169;74858;Sim;Lindbergh Farias;PT;RJ
2162116-169;220662;Sim;Lucas Ramos;PSB;PE
2162116-169;204404;Sim;Lucas Redecker;PSD;RS
2162116-169;220581;Sim;Luciano Amaral;PSD;AL
2162116-169;74478;Sim;Luciano Bivar;MDB;PE
2162116-169;178931;Sim;Luciano Ducci;PSB;PR
2162116-169;220616;Sim;Luciano Vieira;PSDB;RJ
2162116-169;178954;Sim;Lucio Mosquini;PL;RO
2162116-169;204410;Sim;Luisa Canziani;PSD;PR
2162116-169;141485;Sim;Luiz Carlos Busato;UNIÃO;RS
2162116-169;73778;Sim;Luiz Carlos Hauly;PODE;PR
2162116-169;204485;Sim;Luiz Carlos Motta;PL;SP
2162116-169;74041;Sim;Luiz Couto;PT;PB
2162116-169;141487;Sim;Luiz Fernando Faria;UNIÃO;MG
2162116-169;220658;Sim;Luiz Gastão;PSD;CE
2162116-169;204455;Não;Luiz Lima;NOVO;RJ
2162116-169;162332;Sim;Luiz Nishimori;PSD;PR
2162116-169;204526;Não;Luiz Philippe de Orleans e Bragança;PL;SP
2162116-169;74784;Sim;Luiza Erundina;PSOL;SP
2162116-169;178866;Sim;Luizianne Lins;REDE;CE
2162116-169;166402;Sim;Magda Mofatto;PL;GO
2162116-169;220648;Sim;Marangoni;UNIÃO;SP
2162116-169;156190;Não;Marcel van Hattem;NOVO;RS
2162116-169;179000;Sim;Marcelo Álvaro Antônio;PL;MG
2162116-169;220599;Sim;Marcelo Crivella;REPUBLICANOS;RJ
2162116-169;133810;Sim;Marcelo Moraes;PL;RS
2162116-169;204558;Sim;Marcelo Nilo;REPUBLICANOS;BA
2162116-169;160161;Sim;Marcelo Queiroz;PSDB;RJ
2162116-169;178983;Sim;Marcio Alvino;PL;SP
2162116-169;179001;Sim;Márcio Biolchi;MDB;RS
2162116-169;220687;Sim;Márcio Honaiser;PDT;MA
2162116-169;81055;Sim;Márcio Jerry;PCDOB;MA
2162116-169;150418;Sim;Márcio Marinho;REPUBLICANOS;BA
2162116-169;160535;Sim;Marcon;PT;RS
2162116-169;204506;Sim;Marcos Pereira;REPUBLICANOS;SP
2162116-169;220547;Não;Marcos Pollon;PL;MS
2162116-169;178943;Sim;Marcos Soares;PSDB;RJ
2162116-169;220604;Sim;Marcos Tavares;PDT;RJ
2162116-169;220668;Sim;Maria Arraes;PSB;PE
2162116-169;74398;Sim;Maria do Rosário;PT;RS
2162116-169;204540;Sim;Maria Rosas;REPUBLICANOS;SP
2162116-169;220637;Sim;Marina Silva;REDE;SP
2162116-169;74158;Sim;Mário Heringer;PDT;MG
2162116-169;178858;Sim;Mário Negromonte Jr.;PSB;BA
2162116-169;220572;Sim;Marussa Boldrin;MDB;GO
2162116-169;178843;Sim;Marx Beltrão;PP;AL
2162116-169;220661;Sim;Matheus Noronha;PL;CE
2162116-169;220609;Sim;Maurício Carvalho;UNIÃO;RO
2162116-169;220628;Sim;Mauricio do Vôlei;PL;MG
2162116-169;220550;Sim;Mauricio Marcon;PL;RS
2162116-169;220647;Sim;Mauricio Neves;PP;SP
2162116-169;204486;Sim;Mauro Benevides Filho;PDT;CE
2162116-169;220607;Sim;Max Lemos;PDT;RJ
2162116-169;220591;Sim;Meire Serafim;UNIÃO;AC
2162116-169;74428;Sim;Mendonça Filho;PL;PE
2162116-169;188097;Sim;Merlong Solano;PT;PI
2162116-169;220585;Sim;Mersinho Lucena;PSD;PB
2162116-169;220530;Sim;Messias Donato;UNIÃO;ES
2162116-169;171786;Sim;Miguel Ângelo;PT;MG
2162116-169;178985;Sim;Miguel Lombardi;PL;SP
2162116-169;154178;Sim;Milton Vieira;REPUBLICANOS;SP
2162116-169;178895;Sim;Misael Varella;PSD;MG
2162116-169;160561;Sim;Missionário José Olimpio;PL;SP
2162116-169;178997;Sim;Moses Rodrigues;UNIÃO;CE
2162116-169;220617;Sim;Murillo Gouvea;UNIÃO;RJ
2162116-169;220584;Sim;Murilo Galdino;REPUBLICANOS;PB
2162116-169;204453;Sim;Natália Bonavides;PT;RN
2162116-169;220622;Sim;Nely Aquino;PODE;MG
2162116-169;220703;Sim;Neto Carletto;AVANTE;BA
2162116-169;204479;Sim;Nicoletti;PL;RR
2162116-169;209787;Sim;Nikolas Ferreira;PL;MG
2162116-169;178986;Sim;Nilto Tatto;PT;SP
2162116-169;74159;Sim;Odair Cunha;PT;MG
2162116-169;204498;Sim;Olival Marques;PODE;PA
2162116-169;73692;Sim;Osmar Terra;PL;RS
2162116-169;204441;Sim;Otoni de Paula;PSD;RJ
2162116-169;220706;Sim;Padovani;REPUBLICANOS;PR
2162116-169;160556;Sim;Padre João;PT;MG
2162116-169;180214;Sim;Pastor Diniz;UNIÃO;RR
2162116-169;160642;Sim;Pastor Eurico;PL;PE
2162116-169;204570;Sim;Pastor Gil;PL;MA
2162116-169;220615;Sim;Pastor Henrique Vieira;PSOL;RJ
2162116-169;204553;Sim;Pastor Sargento Isidório;AVANTE;BA
2162116-169;74160;Sim;Patrus Ananias;PT;MG
2162116-169;171617;Sim;Paulão;PT;AL
2162116-169;141518;Sim;Paulinho da Força;SOLIDARIEDADE;SP
2162116-169;141516;Sim;Paulo Abi-Ackel;PSDB;MG
2162116-169;220650;Sim;Paulo Alexandre Barbosa;PSDB;SP
2162116-169;178860;Sim;Paulo Azi;UNIÃO;BA
2162116-169;160517;Sim;Paulo Folletto;PSB;ES
2162116-169;160558;Sim;Paulo Freire Costa;PL;SP
2162116-169;204492;Sim;Paulo Guedes;PT;MG
2162116-169;233592;Sim;Paulo Lemos;PSOL;AP
2162116-169;220685;Sim;Paulo Litro;UNIÃO;PR
2162116-169;74574;Sim;Paulo Magalhães;PSD;BA
2162116-169;128760;Sim;Paulo Marinho Jr;PL;MA
2162116-169;74400;Sim;Paulo Pimenta;PT;RS
2162116-169;141488;Sim;Paulo Teixeira;PT;SP
2162116-169;220630;Sim;Pedro Aihara;PRD;MG
2162116-169;220667;Sim;Pedro Campos;PSB;PE
2162116-169;122974;Sim;Pedro Lucas Fernandes;UNIÃO;MA
2162116-169;204395;Sim;Pedro Lupion;REPUBLICANOS;PR
2162116-169;122158;Não;Pedro Paulo;PSD;RJ
2162116-169;160604;Sim;Pedro Uczai;PT;SC
2162116-169;204406;Sim;Pedro Westphalen;PP;RS
2162116-169;161440;Sim;Pezenti;MDB;SC
2162116-169;204524;Sim;Pinheirinho;PP;MG
2162116-169;73486;Sim;Pompeo de Mattos;PDT;RS
2162116-169;160601;Sim;Pr. Marco Feliciano;PL;SP
2162116-169;220533;Sim;Prof. Reginaldo Veras;PV;DF
2162116-169;204390;Sim;Professor Alcides;PSDB;GO
2162116-169;221338;Sim;Professora Luciene Cavalcante;PSOL;SP
2162116-169;160641;Sim;Professora Marcivania;PCDOB;AP
2162116-169;220586;Sim;Rafael Brito;MDB;AL
2162116-169;233594;Sim;Rafael Fera;PODE;RO
2162116-169;220532;Sim;Rafael Prudente;MDB;DF
2162116-169;204567;Sim;Raimundo Costa;PSD;BA
2162116-169;74084;Sim;Raimundo Santos;PSD;PA
2162116-169;74161;Sim;Reginaldo Lopes;PT;MG
2162116-169;220606;Sim;Reimont;PT;RJ
2162116-169;178989;Sim;Renata Abreu;PODE;SP
