idvotacao;proposicao_id;proposicao_uri;proposicao_titulo;proposicao_ementa;proposicao_siglatipo;proposicao_numero;proposicao_ano;__reason
2234452-20;2234452;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2234452;PL 6486/2019;Cria o banco de crédito de milhagem, para o acúmulo integrado de pontos de milhagens ofertados pelas empresas de transporte aéreo mediante a emissão de bilhetes adquiridos com recursos da Administração direta e indireta da União, e dá outras providências.;PL;6486;2019;fk_missing:proposicao_id
2234452-21;2234452;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2234452;PL 6486/2019;Cria o banco de crédito de milhagem, para o acúmulo integrado de pontos de milhagens ofertados pelas empresas de transporte aéreo mediante a emissão de bilhetes adquiridos com recursos da Administração direta e indireta da União, e dá outras providências.;PL;6486;2019;fk_missing:proposicao_id
2441230-16;2441230;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2441230;PL 2418/2024;Altera as Leis nº 14.368, de 2022, e nº 14.133, de 2021, para dispor sobre a hipótese de atribuição, à Administração, de crédito em pontos ou milhas em programa de fidelidade mantido por transportador aéreo, por ocasião da aquisição e uso de passagem aérea por servidor ou membro de Poder.;PL;2418;2024;fk_missing:proposicao_id
2441230-17;2441230;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2441230;PL 2418/2024;Altera as Leis nº 14.368, de 2022, e nº 14.133, de 2021, para dispor sobre a hipótese de atribuição, à Administração, de crédito em pontos ou milhas em programa de fidelidade mantido por transportador aéreo, por ocasião da aquisição e uso de passagem aérea por servidor ou membro de Poder.;PL;2418;2024;fk_missing:proposicao_id
2584739-17;2584739;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584739;PL 5837/2025;Institui a Política Nacional de Milhas Públicas (PNMP), sistema federativo destinado a receber, administrar e destinar milhas e pontos de programas de fidelidade oriundos de passagens aéreas adquiridas com recursos públicos, e dá outras providências.;PL;5837;2025;fk_missing:proposicao_id
2584739-18;2584739;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584739;PL 5837/2025;Institui a Política Nacional de Milhas Públicas (PNMP), sistema federativo destinado a receber, administrar e destinar milhas e pontos de programas de fidelidade oriundos de passagens aéreas adquiridas com recursos públicos, e dá outras providências.;PL;5837;2025;fk_missing:proposicao_id
2323053-53;2576322;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576322;REQ 4422/2025;Requer urgência para apreciação do Projeto de Lei nº 5.189, de 2019, que “Institui o Dia Nacional em Memória das Vítimas do Trânsito”.;REQ;4422;2025;fk_missing:proposicao_id
2323053-53;2576960;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576960;REQ 4450/2025;Requer o apensamento do Projeto de Lei nº 5.189, de 2019, aos Projetos de Lei nº 7.801, de 2010, e nº 8.984, de 2017, por tratarem de matéria correlata;REQ;4450;2025;fk_missing:proposicao_id
2415636-22;2415636;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415636;PL 6129/2023;Dispõe sobre a garantia de condições especiais para realização de provas por candidatas gestantes em concurso público para provimento de cargos e empregos públicos da administração pública direta e indireta de todos os Poderes da União.;PL;6129;2023;fk_missing:proposicao_id
2597570-9;2597570;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2597570;REQ 6004/2025;Requer urgência para o Projeto de Lei nº 3.066 de 2025.;REQ;6004;2025;fk_missing:proposicao_id
2487277-28;2601118;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601118;PRL 1 CSPCCO => PL 1038/2025;Parecer do Relator, Dep. Delegado Paulo Bilynskyj (PL-SP), pela aprovação deste, com substitutivo.;PRL;1;;fk_missing:proposicao_id
2487277-28;2601122;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601122;SBT 1 CSPCCO => PL 1038/2025;Altera a Lei nº 10.826, de 22 de dezembro de 2003, para autorizar o porte de arma a atirador de nível 3 com mais de 3 (três) anos de concessão do Certificado de Registro, e dá outras providências.;SBT;1;;fk_missing:proposicao_id
2253572-64;2299740;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2299740;PRL 1 CREDN => PL 2842/2020;Parecer do Relator, Dep. General Girão (PSL-RN), pela rejeição deste, do PL 1336/2021, e do PL 1543/2021, apensados.;PRL;1;;fk_missing:proposicao_id
2253572-64;2477216;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2477216;PRL 2 CREDN => PL 2842/2020;Permite a utilização de hospitais militares para o atendimento da população em geral durante a pandemia do COVID-19.;PRL;2;;fk_missing:proposicao_id
2253572-64;2478308;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2478308;RPD 1 CREDN => PL 2842/2020;Requerimento de Retirada de Matéria da Pauta - PL 2842/2020;RPD;1;;fk_missing:proposicao_id
2314961-47;2397991;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2397991;PRL 1 CREDN => PL 342/2022;Parecer do Relator, Dep. Zucco (REPUBLIC-RS), pela aprovação.;PRL;1;;fk_missing:proposicao_id
2314961-47;2398887;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2398887;RPD 1 CREDN => PL 342/2022;Requerimento de Retirada de Matéria da Pauta - PL 342/2022;RPD;1;;fk_missing:proposicao_id
2314961-47;2407681;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2407681;RPD 2 CREDN => PL 342/2022;Requerimento de Retirada de Matéria da Pauta - PL 342/2022;RPD;2;;fk_missing:proposicao_id
2314961-47;2409902;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409902;RPD 3 CREDN => PL 342/2022;Requerimento de Retirada de Matéria da Pauta - PL 342/2022;RPD;3;;fk_missing:proposicao_id
2314961-47;2426678;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2426678;PRL 2 CREDN => PL 342/2022;Parecer do Relator, Dep. Zucco (PL-RS), pela aprovação.;PRL;2;;fk_missing:proposicao_id
2314961-47;2431863;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431863;RPD 4 CREDN => PL 342/2022;Requerimento de Retirada de Matéria da Pauta - PL 342/2022;RPD;4;;fk_missing:proposicao_id
2314961-47;2433927;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2433927;RPD 6 CREDN => PL 342/2022;Requerimento de Votação Nominal;RPD;6;;fk_missing:proposicao_id
2314961-47;2433931;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2433931;RPD 8 CREDN => PL 342/2022;Requerimento de Adiamento da Votação;RPD;8;;fk_missing:proposicao_id
2314961-47;2593102;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593102;PRL 3 CREDN => PL 342/2022;Parecer do Relator, Dep. Gustavo Gayer (PL-GO), pela aprovação.;PRL;3;;fk_missing:proposicao_id
2458398-30;2520678;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2520678;PRL 1 CREDN => PL 3580/2024;Altera a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira, e a Lei nº 13.019, de 31 de julho de 2014 que estabelece o regime jurídico das parcerias entre a administração pública e as organizações da sociedade civil, para dispor sobre a necessidade de autorização prévia do Ministério da Defesa para a atuação de Organizações da Sociedade Civil em terras federais em posse indígena localizadas na faixa de fronteira.;PRL;1;;fk_missing:proposicao_id
2458398-30;2520679;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2520679;SBT 1 CREDN => PL 3580/2024;Altera a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira, e a Lei nº 13.019, de 31 de julho de 2014 que estabelece o regime jurídico das parcerias entre a administração pública e as organizações da sociedade civil, para dispor sobre a necessidade de autorização prévia do Ministério da Defesa para a atuação de Organizações da Sociedade Civil em terras federais em posse indígena localizadas na faixa de fronteira.;SBT;1;;fk_missing:proposicao_id
2458398-30;2544157;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2544157;RPD 1 CREDN => PL 3580/2024;Requerimento de Retirada de Matéria da Pauta - PL 3580/2024;RPD;1;;fk_missing:proposicao_id
2458398-30;2544159;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2544159;RPD 2 CREDN => PL 3580/2024;Requerimento de Adiamento da Discussão;RPD;2;;fk_missing:proposicao_id
2458398-30;2544161;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2544161;RPD 3 CREDN => PL 3580/2024;Requerimento de Adiamento da Votação;RPD;3;;fk_missing:proposicao_id
2458398-30;2544163;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2544163;RPD 4 CREDN => PL 3580/2024;Requerimento de Votação Nominal;RPD;4;;fk_missing:proposicao_id
2458398-30;2561499;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2561499;RPD 5 CREDN => PL 3580/2024;Requerimento de Inversão da Pauta - PL 3580/2024;RPD;5;;fk_missing:proposicao_id
2458398-30;2561744;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2561744;RPD 6 CREDN => PL 3580/2024;Requerimento de Retirada de Matéria da Pauta - PL 3580/2024;RPD;6;;fk_missing:proposicao_id
2458398-30;2561746;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2561746;RPD 7 CREDN => PL 3580/2024;Requerimento de Adiamento da Discussão;RPD;7;;fk_missing:proposicao_id
2458398-30;2561747;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2561747;RPD 8 CREDN => PL 3580/2024;Requerimento de Adiamento da Votação;RPD;8;;fk_missing:proposicao_id
2458398-30;2561749;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2561749;RPD 9 CREDN => PL 3580/2024;Requerimento de Votação Nominal;RPD;9;;fk_missing:proposicao_id
2458398-30;2563849;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2563849;RPD 10 CREDN => PL 3580/2024;Requerimento de Retirada de Matéria da Pauta;RPD;10;;fk_missing:proposicao_id
2458398-30;2563852;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2563852;RPD 11 CREDN => PL 3580/2024;Requerimento de Votação Nominal;RPD;11;;fk_missing:proposicao_id
2458398-30;2563857;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2563857;RPD 12 CREDN => PL 3580/2024;Requerimento de Inversão da Pauta - PL 3580/2024;RPD;12;;fk_missing:proposicao_id
2458398-30;2563968;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2563968;RPD 13 CREDN => PL 3580/2024;Requerimento de Adiamento da Discussão - PL 3580/2024;RPD;13;;fk_missing:proposicao_id
2458398-30;2563982;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2563982;RPD 14 CREDN => PL 3580/2024;Requerimento de Adiamento da Votação;RPD;14;;fk_missing:proposicao_id
2458398-30;2569397;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569397;RPD 15 CREDN => PL 3580/2024;Requerimento de Adiamento da Discussão - PL 3580/2024;RPD;15;;fk_missing:proposicao_id
2458398-30;2569399;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569399;RPD 16 CREDN => PL 3580/2024;Requerimento de Adiamento da Votação;RPD;16;;fk_missing:proposicao_id
2458398-30;2569400;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569400;RPD 17 CREDN => PL 3580/2024;Requerimento de Retirada de Matéria da Pauta;RPD;17;;fk_missing:proposicao_id
2458398-30;2569401;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569401;RPD 18 CREDN => PL 3580/2024;Requerimento de Votação Nominal;RPD;18;;fk_missing:proposicao_id
2458398-30;2591283;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591283;RPD 19 CREDN => PL 3580/2024;Requerimento de Retirada de Matéria da Pauta;RPD;19;;fk_missing:proposicao_id
2458398-30;2591285;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591285;RPD 20 CREDN => PL 3580/2024;Requerimento de Votação Nominal;RPD;20;;fk_missing:proposicao_id
2458398-30;2591288;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591288;RPD 21 CREDN => PL 3580/2024;Requerimento de Adiamento da Discussão - PL 3580/2024;RPD;21;;fk_missing:proposicao_id
2458398-30;2591291;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591291;RPD 22 CREDN => PL 3580/2024;Requerimento de Adiamento da Votação;RPD;22;;fk_missing:proposicao_id
2498157-31;2570524;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2570524;EMC 1/2025 CREDN => PL 1732/2025;Reconhece o movimento Houthis, também conhecido como Ansar Allah, como organização terrorista para os fins da Lei nº 13.260, de 16 de março de 2016, e da Lei nº 12.850, de 2 de agosto de 2013.;EMC;1;2025;fk_missing:proposicao_id
2498157-31;2585362;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585362;PRL 1 CREDN => PL 1732/2025;Parecer do Relator, Dep. Rodrigo Valadares (UNIÃO-SE), pela aprovação deste, e da Emenda 1/2025 da CREDN, com Substitutivo.;PRL;1;;fk_missing:proposicao_id
2498157-31;2585368;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585368;SBT 1 CREDN => PL 1732/2025;Parecer do Relator, Dep. Rodrigo Valadares (UNIÃO-SE), pela aprovação deste, com substitutivo.;SBT;1;;fk_missing:proposicao_id
2498157-31;2594822;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2594822;RPD 1 CREDN => PL 1732/2025;Requerimento de Retirada de Matéria da Pauta;RPD;1;;fk_missing:proposicao_id
2498157-31;2594845;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2594845;RPD 2 CREDN => PL 1732/2025;Requerimento de Adiamento da Discussão - PL 1732/2025;RPD;2;;fk_missing:proposicao_id
2498157-31;2594854;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2594854;RPD 3 CREDN => PL 1732/2025;Requerimento de Adiamento da Votação;RPD;3;;fk_missing:proposicao_id
2498157-31;2594864;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2594864;RPD 4 CREDN => PL 1732/2025;Requerimento de Votação Nominal;RPD;4;;fk_missing:proposicao_id
2467940-26;2591197;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591197;PRL 1 CSAUDE => PL 4326/2024;Parecer do Relator, Dep. Amom Mandel (CIDADANIA-AM), pela aprovação, com substitutivo.;PRL;1;;fk_missing:proposicao_id
2467940-26;2591198;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591198;SBT 1 CSAUDE => PL 4326/2024;Institui o Direito à Assistência Tecnológica Personalizada para Pessoas com Deficiência e dá outras providências.;SBT;1;;fk_missing:proposicao_id
2197389-39;2589216;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589216;PRL 1 CCJC => PL 2179/2019;Parecer do Relator, Dep. Olival Marques (MDB-PA), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;;fk_missing:proposicao_id
2208347-76;2565098;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2565098;PRL 1 CCJC => PL 3570/2019;Parecer do Relator, Dep. Marcelo Crivella (REPUBLIC-RJ), pela constitucionalidade, juridicidade e técnica legislativa deste, do PL 1655/2021, apensado, e do Substitutivo da Comissão de Trabalho.;PRL;1;;fk_missing:proposicao_id
2208347-76;2582359;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2582359;RPD 1 CCJC => PL 3570/2019;Requerimento de Retirada de Matéria da Pauta - PL 3570/2019;RPD;1;;fk_missing:proposicao_id
2208347-76;2582369;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2582369;PRL 2 CCJC => PL 3570/2019;Parecer do Relator, Dep. Marcelo Crivella (REPUBLIC-RJ), pela constitucionalidade, juridicidade e técnica legislativa deste, do Projeto de Lei n° 1.655/2021, apensado, e do Substitutivo da Comissão de Trabalho, com subemenda.;PRL;2;;fk_missing:proposicao_id
2208347-76;2582384;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2582384;PRL 3 CCJC => PL 3570/2019;Parecer do Relator, Dep. Marcelo Crivella (REPUBLIC-RJ), pela constitucionalidade, juridicidade e técnica legislativa deste, do Projeto de Lei n° 1.655/2021, apensado, e do Substitutivo da Comissão de Trabalho, com subemenda.;PRL;3;;fk_missing:proposicao_id
2208347-76;2582985;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2582985;PAR 1 CCJC => PL 3570/2019;Parecer da Comissão (CCJC) ao PL 3570/2019;PAR;1;;fk_missing:proposicao_id
2208659-41;2229248;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229248;PRL 1 CCJC => PL 3630/2019;Parecer do Relator, Dep. Dr. Frederico (PATRIOTA-MG), pela constitucionalidade, juridicidade, técnica legislativa e, no mérito, pela aprovação, com emendas.;PRL;1;;fk_missing:proposicao_id
2208659-41;2229252;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229252;EMR 1 CCJC => PL 3630/2019;Possibilita que a prestação de serviços à comunidade possa ser realizada em abrigos de proteção animal.;EMR;1;;fk_missing:proposicao_id
2208659-41;2229253;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229253;EMR 2 CCJC => PL 3630/2019;Possibilita que a prestação de serviços à comunidade possa ser realizada em abrigos de proteção animal.;EMR;2;;fk_missing:proposicao_id
